id,user_id,host,country,city,status_SUCCESS
0.0,0.005952380952380952,0.018836565096952907,18,50,1.0
0.0005543237250554324,0.005952380952380952,0.018836565096952907,18,50,1.0
0.0011086474501108647,0.00641025641025641,0.018836565096952907,18,50,0.0
0.0016629711751662971,0.00641025641025641,0.004986149584487534,2,83,0.0
0.0022172949002217295,0.00641025641025641,0.004986149584487534,2,83,0.0
0.0027716186252771616,0.00641025641025641,0.004986149584487534,2,83,0.0
0.0033259423503325947,0.00641025641025641,0.004986149584487534,2,83,0.0
0.003880266075388027,0.00641025641025641,0.004986149584487534,2,83,0.0
0.004434589800443459,0.00641025641025641,0.004986149584487534,2,83,0.0
0.004988913525498891,0.00641025641025641,0.004986149584487534,2,83,0.0
0.005543237250554324,0.00641025641025641,0.004986149584487534,2,83,0.0
0.006097560975609756,0.00641025641025641,0.004986149584487534,2,83,0.0
0.0066518847006651885,0.006868131868131868,0.018836565096952907,18,50,0.0
0.0072062084257206215,0.006868131868131868,0.018836565096952907,18,50,0.0
0.007760532150776053,0.00641025641025641,0.018836565096952907,18,50,0.0
0.008314855875831485,0.00641025641025641,0.0016620498614958448,2,83,0.0
0.008869179600886918,0.00641025641025641,0.0016620498614958448,2,83,0.0
0.00942350332594235,0.00641025641025641,0.0016620498614958448,2,83,0.0
0.009977827050997782,0.00641025641025641,0.00221606648199446,2,83,0.0
0.010532150776053214,0.00641025641025641,0.00221606648199446,2,83,0.0
0.011086474501108647,0.00641025641025641,0.00221606648199446,2,83,0.0
0.01164079822616408,0.00641025641025641,0.00221606648199446,2,83,0.0
0.012195121951219511,0.006868131868131868,0.018836565096952907,18,50,0.0
0.012749445676274944,0.00641025641025641,0.018836565096952907,18,50,0.0
0.013303769401330377,0.00641025641025641,0.018836565096952907,18,50,0.0
0.013858093126385808,0.00641025641025641,0.018836565096952907,18,50,0.0
0.014412416851441241,0.00641025641025641,0.018836565096952907,18,50,0.0
0.014966740576496674,0.00641025641025641,0.000554016620498615,2,83,0.0
0.015521064301552106,0.00641025641025641,0.018836565096952907,18,50,0.0
