id,username,date_start,last_operation,balance,nb_trans,contact,rewards_balance,matricule,last_login,last_host_location,host_city,idd_country,signup_mode_PERSONNAL,signup_mode_PROFESSIONAL,signup_mode_UNKNOWN,kyc_status_NOT_INITIATED,kyc_status_PENDING,kyc_status_REJECTED,verif_phone_1,verif_user_1,active_1,verif_otp_1,is_account_delete_1,is_api_withdrawal_1,is_api_allow_1,email_auth_enabled_1
0.0,0.0014942099364960778,0.00037355248412401944,0.8558087411281285,0.19993239108677635,0.0,0.00037355248412401944,1.0,0.00037355248412401944,0.00037355248412401944,40,0.04557340306313037,69,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0018268176835951773,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.19993239108677635,0.00034033863694375905,0.00037355248412401944,0.0009216359514362993,0.00037355248412401944,0.4986925663055659,40,0.04557340306313037,69,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002557544757033248,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.19993239108677635,0.0035735556879094702,0.00037355248412401944,0.0,0.00037355248412401944,0.4986925663055659,5,0.08853193873739261,69,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0047497259773474606,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.21341326067417996,0.1391134178507615,0.00037355248412401944,0.047761223083321105,0.00037355248412401944,0.00037355248412401944,5,0.048561822936122524,12,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.005115089514066497,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.20079870124865026,0.024759635837658472,0.00037355248412401944,0.010960640889118358,0.00037355248412401944,0.00037355248412401944,5,0.048561822936122524,12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.005480453050785532,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.2127549146413068,0.04713690121671063,0.00037355248412401944,0.1416793400011668,0.00037355248412401944,0.00037355248412401944,5,0.08853193873739261,12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.005845816587504567,0.00037355248412401944,0.00037355248412401944,0.8558087411281285,0.19993239108677635,0.0,0.00037355248412401944,0.0,0.00037355248412401944,0.4986925663055659,5,0.0014942099364960778,12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.006211180124223603,0.00037355248412401944,0.00037355248412401944,0.8558087411281285,0.19993239108677635,0.0,0.00037355248412401944,0.0,0.00037355248412401944,0.00037355248412401944,5,0.08853193873739261,12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.006576543660942638,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.1999477965485995,0.0015315238662469157,0.00037355248412401944,0.0,0.00037355248412401944,0.4986925663055659,5,0.08853193873739261,12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.006941907197661673,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.19993239108677635,8.508465923593976e-05,0.00037355248412401944,0.0,0.00037355248412401944,0.4986925663055659,5,0.08853193873739261,12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.007307270734380709,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.19993308538544738,8.508465923593976e-05,0.00037355248412401944,1.706733243400554e-05,0.00037355248412401944,0.4986925663055659,5,0.08853193873739261,12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.007672634271099744,0.00037355248412401944,0.00037355248412401944,0.8558087411281285,0.19993239108677635,0.0,0.00037355248412401944,0.0,0.00037355248412401944,0.4986925663055659,5,0.08853193873739261,12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.008037997807818779,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.19993240916830432,8.508465923593976e-05,0.00037355248412401944,0.0011947132703803878,0.00037355248412401944,0.4986925663055659,5,0.0037355248412401943,12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.008403361344537815,0.00037355248412401944,0.00037355248412401944,0.8558087411281285,0.19993239108677635,0.0,0.00037355248412401944,0.0,0.3776615614493836,0.4986925663055659,41,0.0011206574523720584,33,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.008768724881256849,0.00037355248412401944,0.00037355248412401944,0.8558087411281285,0.19993239108677635,0.0,0.00037355248412401944,0.0,0.00037355248412401944,0.4986925663055659,41,0.0011206574523720584,33,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.009134088417975885,0.00037355248412401944,0.00037355248412401944,0.00037355248412401944,0.19986326524536624,0.045775546668935595,0.00037355248412401944,0.0007338952946622382,0.00037355248412401944,0.00037355248412401944,5,0.048561822936122524,12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.010595542564852027,0.00037355248412401944,0.00037355248412401944,0.8558087411281285,0.19993239108677635,0.0,0.00037355248412401944,0.0,0.3776615614493836,0.4986925663055659,5,0.048561822936122524,12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.010960906101571062,0.00037355248412401944,0.00037355248412401944,0.8558087411281285,0.19993239108677635,0.0,0.00037355248412401944,0.0,0.3776615614493836,0.4986925663055659,5,0.08853193873739261,12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
