id,user_id,wallet,balance,updated_at,trade_balance,currency_id_2.0,currency_id_3.0,currency_id_4.0,currency_id_5.0,currency_id_7.0,currency_id_8.0,currency_id_14.0,currency_id_15.0,currency_id_21.0
0.0,0.0007320644216691069,0.005670611439842209,0.18872742739684986,0.0001232741617357002,0.704225352112676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000123046634674542,0.0007320644216691069,0.005670611439842209,0.18872742739684986,0.0001232741617357002,0.704225352112676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000246093269349084,0.0007320644216691069,0.005670611439842209,0.18872742739684986,0.0001232741617357002,0.704225352112676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00036913990402362516,0.0007320644216691069,0.0001232741617357002,0.18872742739684986,0.0001232741617357002,0.704225352112676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004921865386981672,0.0029282576866764276,0.0003698224852071006,0.2331230979875715,0.0001232741617357002,0.7056338028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0006152331733727083,0.0029282576866764276,0.0003698224852071006,0.18872742739684986,0.0002465483234714004,0.704225352112676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0007382798080472503,0.0029282576866764276,0.0002465483234714004,0.18872831304036644,0.0001232741617357002,0.704225352112676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0008613264427217923,0.0029282576866764276,0.0002465483234714004,0.18872742739684986,0.0002465483234714004,0.704225352112676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0009843730773963335,0.0029282576866764276,0.0001232741617357002,0.18872742739684986,0.0001232741617357002,0.704225352112676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0011074197120708755,0.003294289897510981,0.0003698224852071006,0.19027532304048334,0.0001232741617357002,0.704225352112676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0012304663467454166,0.003294289897510981,0.0003698224852071006,0.18872742739684986,0.0003698224852071006,0.704225352112676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0013535129814199586,0.003294289897510981,0.0002465483234714004,0.18872742739684986,0.0003698224852071006,0.704225352112676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
